SLC7A2,PRSS3,PHF21B,FGF10,EPHA8,TRPM5,SLC6A15,PTGS2,SPAG6,SLC4A4,IL12RB2,PGR,OPRK1,NKAIN1,CHGB,ESR1,KRT31,IGFALS,SEZ6L,CABP7,PVALB,COCH,CHGA,RIMS4,PRSS33,SLC6A2,OCA2,TGM5,EPHX3,TFPI2,RLN2,ATRNL1,RUNDC3A,KRT37,SLC6A4,CWH43,NMU,CCKBR,RBM24,STC2,PEX5L,CCL20,KISS1R,TPSG1,CA14,GRIA2,CHRNA2,MATN4,C20orf85,EREG,SCGB1D2,SCGB2A1,PCSK2,TNNI3,NXNL2,BARX1,RTBDN,RGS22,MYBPH,BEX1,GSTM5,CSN2,CGA,KRT121P,EMX1,PAX3,SCEL,CHAD,FGFBP1,SIX3,PCDH10,BMPR1B,ASCL1,SSTR1,NOVA1,HDC,RHCG,CHST4,CBLN2,IL19,FBN3,KLK3,HORMAD1,SCN1A,UNC80,TRPM8,AGTR1,AC062028.1,GLRA3,SLC25A48,GFRA3,ARHGAP36,MAGEA4,RGR,DRD2,MKX,SPATA4,FSIP1,GFRA1,TUBA3E,OLAH,CPB1,ANKFN1,MAGEC1,ART3,SLC28A1,DPYSL5,GRIN2C,DCD,IL20,IL24,KCNF1,NEK10,CXCL5,NPY1R,CARTPT,SLC30A8,CSMD3,GPER1,CPA6,NELL1,KCNC2,ACSM1,MS4A8,B4GALNT2,TMEM145,KLK2,TBX10,TEKT1,GDNF,NSG2,SERPINA6,CST5,CST2,VSTM2A,KRT86,TRH,PROL1,CSN3,NLRP5,FGA,FGB,C11orf86,CST9,AGR3,KCNH6,IGDCC3,VWA3A,SCUBE2,PCSK1,FOXG1,BDNF,TRIM72,RP11-551L14.1,NEUROG2,C1orf173,RNF182,MUC16,GPR88,SLITRK6,NPY2R,KRT6B,LEMD1,SERPINA11,CDHR4,TCL6,DMBT1,TPRG1,HBA2,FZD9,FAM196A,DPY19L2P1,MYBPC1,LINC00238,POTEI,GATA3-AS1,CYP2A7,ANTXRL,CTC-490E21.13,MAGEA1,COLGALT2,MUC2,BRINP2,SNORA73B,RN7SK,POTEKP,C6orf15,KRTAP5-10,CD177,PRSS1,AC005863.1,MT1H,HBA1,RNU6-813P,IGLV1-36,IGLV2-18,IGLV3-9,IGHE,IGHV4-4,IGHV2-5,IGHV3-66,SNORD17,UCA1,CYP4F30P,AC079776.2,MAGEA3,RP11-465B22.5,IGKV3D-15,GS1-18A18.1,LINC01087,LINC00393,RP11-120J1.1,IGHV3-72,MTND1P23,HAR1A,RP11-148B18.3,CES1P1,NKX1-2,ELOVL2-AS1,RP11-379F12.4,PHGR1,RP1-269M15.3,DSCAM-AS1,DPY19L2P4,AC018816.3,Z82214.3,CLEC2L,HNRNPA1P57,AC093642.3,LINC00707,CYP4F62P,CPHL1P,FAR2P3,SLC25A24P1,ABCC13,TUBA4B,HBB,RP11-10A14.5,RP11-53O19.2,RP11-473L15.3,CASC16,LINC01016,RP11-434D9.1,RP11-168E14.1,AACSP1,RP11-53O19.1,AC005355.2,AC145110.1,IGHEP1,CTB-33O18.1,CTA-392C11.1,CTB-33O18.3,RP11-730G20.1,CTB-33O18.2,RP11-865I6.2,RP11-758M4.1,RMST,RP11-817J15.3,CYP2A6,CYP2B7P,RPPH1,CTD-2033D15.1,TPSP2,RP11-616M22.7,DLGAP1-AS5,RP11-708H21.4,MIR3687,MIR3648,MAPT-AS1,RP11-260A9.6,FEM1AP2,RP11-260A9.4,RP11-116O18.1,RP11-13K12.1,SCGB1B2P,AC092071.1,BX072566.2,RMRP,PGR.log2.tpm,ESR1.log2.tpm,ERBB2.log2.tpm
4956,3,64,87,3,6,11,100,13,150,288,17033,0,422,50,11923,1,72,29,18,206,293,174,557,0,9,3,3,20,1984,162,437,24,0,217,32,205,0,422,11678,10,42,4,5,0,19,2,6,2,5,206,94,11,2,239,29,0,57,7,100,345,6,374,24,604,4,2,177,6,11,661,73,40,33,575,670,4,7,338,142,111,14,29,355,9,12,233,13,320,26,30,1180,294,8,19,49,31,33,9087,1,2,31,0,8,35,8,6,527,2,181,76,293,238,7,1008,1,10,7,108,14,31,18,33,12,9,13,13,3,2,8,11,0,6,568,26,454,11,77,183,2,48,263,1,1,471,1,831,21,10575,112,0,7,14,184,4,9,9,95,18,154,1,1343,4,8,0,86,38,1191,1173,5,123,24,134,10,9,30,1,37,19,0,72,1,37,90,226,228,10,47,6,268,13,4,134,23,537,1280,554,33,121,38488,20,32,19,2,136,0,20,327,0,214,0,17,1943,71,53,4,4,1,153,0,5,5,2080,3,77,0,15,661,582,10,0,275,0,5,160,2,9659,5,1,21,6,426,12,0,7,60,36,37,5,155,40,19,0,61,96,0,12,40,1,3187,22,5,20,11,51,8,40,28,3,0,1,0,12,13,36,31,2,66,5.032,4.685,9.233
421,23,7,614,11,4,50,690,2,151,597,485,30,41,16,593,1,1,6,26,3,51,2,43,136,180,199,35,151,46,13,129,14,0,59,10,41,226,97,1932,0,86,4,5,11,57,0,152,0,101,0,4,0,4,27,63,11,46,19,3,227,0,1,237,0,9,876,22,86,6,15,777,0,0,110,80,65,15,86,1,3271,0,2122,100,79,23,312,3,0,9,47,38,20,82,21,110,0,27,90,0,8,12,2,0,632,52,61,5,0,0,0,20,79,170,3132,0,25,1,173,13,0,0,9,2,4,21,5,0,0,159,10,0,0,79,0,2721,1,0,0,0,0,0,69,0,1,2,4,7,1821,166,7,22,1,1813,6,14,694,3489,53,114,0,3876,197,9,6,4,12,359,14,437,37,29,170,0,0,3,0,6,0,0,86,2,0,46,133,2,240,14,34,4,73,76,0,0,0,11,69,1,44,275,2,60,0,0,0,0,5,23,0,1,184,49,59,5,26,0,0,18,4,0,2,0,0,1,78,3,905,0,122,982,0,1,0,0,0,0,93,27,1,1,0,0,0,1,5,100,1,56,0,0,0,0,0,0,9,3,0,10,1,11,25,6,0,0,23,1,19,12,0,0,3,0,4,768,16,0,0,38,0.824,1.279,5.762
158,10,1,37,179,0,1851,527,17,19,2146,84,1276,47,5,461,2,9,5,1,47,4494,0,6,0,33,24,5446,124,13,204,7,16,0,0,2235,2234,13,4,2394,7,773,19,1,1,0,0,103,0,179,32,5,0,0,7,45,0,2,22,1,47,4,0,1,9,0,0,10,3,1002,5,44,3,4,37,14,2821,14,160,17,7,0,1197,70,17,26,29,4,2,0,359,0,0,5,44,175,13,13,165,0,113,109,59,0,310,17,1,3,0,6,14,3,20,322,646,0,1,3,51,3,1,0,16,0,0,15,1,4,0,92,0,0,0,0,0,56,1,2056,61,0,0,0,0,0,35,0,0,4,400,45,624,7,2,921,10,16,175,3250,10,101,48,41621,20,0,7,6,2,169,93,25,3,8,1,0,0,12,0,19,0,0,41,0,221,136,845,0,80,1,14,0,9,184,2,0,2772,16,258,0,11802,6842,179,44,88,0,0,0,0,351,0,1,51,8,1459,18,17,0,78,3,0,1,1,0,0,57,11,0,0,0,60,21,0,93,0,0,16,2,538,1119,0,0,0,0,0,0,0,130,0,17,0,0,0,0,0,0,2,0,2,5,2,1,74,6,89,24,11,0,116,90,0,0,8,0,0,5,93,0,0,110,-2.339,0.222,4.24
53312,0,31,402,20,6,1,177,15,72,85,1906,0,3185,8,14088,3,100,101,4,3,64,11,1849,0,1,0,10,89,93,121,23,53,1,392,23,0,0,45,19112,16,51,64,15,15,103,0,3,0,4,51,45,218,5,97,19,108,843,10,619,230,0,3903,1,171,7,1,908,0,9,25,9110,1,14,232,172,7,5,19,5,5,0,38,0,21,2,525,16,22,6,8,0,0,0,40,109,7,2567,7936,11,0,58,7,0,7,7,0,33,0,73,3,432,4574,1,497,0,35,0,156,112,1,11,49,13,61,90,4,0,0,25,23,364,33,226,132,183,9,0,0,2,0,9,0,2820,4562,0,114,256,27368,5392,11,23,1902,36,25,5,73,865,198,2018,1,14,2,82,47,6,5,1569,178,28,105,1,32,56,117,1421,1,0,12,2,67,1,3,296,161,2647,3,12,107,13,1,7,11,524,31,19,71,90,90,519,34,74,93,6,17,0,63,52,4,2088,0,2,140,14,36,14,257,0,4,344,34,83,6648,1,537,13,4,83,179,2,23,302,4,48,240,0,1210,1,30,8,4,90,2,49,1,3573,303,39,4,303,0,5,152,8,54,124,0,1,19,4842,50,1236,125,360,1,7,14,12,7,0,1,0,22,48,19,64,2,51,2.302,5.352,7.026
19226,1,21,196,69,67,1,67,630,94,84,1187,36,4240,4,26116,1,184,13,2,10,96,14,3202,4,26,6,8,18,77160,25,632,33,3,138,9,160,3,1903,14122,24,12,407,10,7,16,1,7,20,4,5366,211,7,236,470,24,2,11,5,10,330,1,7,7,64,8,3,332,3,2,73,1824,28,73,340,164,82,4,0,91,32,162,7,4249,6,274,189,1386,5400,212,4,35,0,2,30,28,0,2782,27821,102,1,211,7,3,19,17,20,30,14,2207,923,1097,4140,22,4091,3,850,1,321,2053,0,5441,86,89,7,194,32,0,31,1,13,5766,4,162,47,945,8,0,1,6,0,1,0,3,12128,50,2291,21,61025,62,0,1336,4,39,5,28,16,345,1784,2065,17,298,2,39,41,59,14,939,982,212,13,88,1155,0,106,650,37,4,14,5,176,1,36,69,486,1922,10,19,122,8070,3,3,48,204,324,180,973,1891,338,1763,100,13,80,0,2,5,50,232,0,1166,0,10,1103,63,37,0,16,0,76,162,259,63,1100,17,15,0,8,0,5055,6,0,1237,6,12,1727,4,3279,8,56,72,7,121,200,1,41,111,21,45,153,1205,5389,54,0,38,452,3,1975,154,3160,5930,145,786,1933,735,5,3,10,21,10,3,1,1,9,9,25,29,0,147,1.58,6.202,5.778
898,6,13,796,8,2,0,237,16,22,54,16664,623,3171,6,54063,234,238,80,6,248,835,5,479,0,3,19,26,35,853,40,51,26,73,84,91,167,11,843,15988,22,35,32,11,39,28,0,4,0,54,343,29,6,3,289,24,0,986,69,817,33,0,211,1,9,2,2,1577,12,7,80,282,10,181,536,94,28,9,150,27,501,17,8,1,14,485,175,141,117,655,21,122,0,3,14,225,21,194,6062,50,10,70,67,0,20,32,0,23,2,236,15,458,439,12,15909,0,368,875,308,688,4,4722,301,14,48,23,12,24,0,28,21,38,4,54,73,238,239,8,3,221,0,15,0,85,4463,9,93,2,43347,49,5,1641,11,53,9,63,17,1521,9,15238,64,585,12,205,6,13,4,673,260,10,60,35,168,10,53,94,1,3,7,0,101,4,419,90,266,794,18,19,80,29,6,5,19,32,300,20,96,18,79,169,40,56,10,8,57,0,169,10,10,566,0,6,67,48,20,34,24,3,7,21,188,222,2947,918,684,2,3,104,565,5,8,592,144,27,20,0,1070,3,512,177,74,1268,78,1,25,1225,44,28,9,77,5021,2,211,5,9,215,17,86,4,2571,24,12,90,133,28,14,10,7,9,0,445,0,12,6,36,33,0,16,5.341,7.206,7.116
21503,0,102,577,27,0,7,342,14,42219,77,4057,0,88,4,58439,24,682,202,2,21,73,10,254,0,8,2,22,20,56,12769,4638,26,10,1200,0,0,1,515,126634,445,16,27,81,107,7028,123,5,0,5,24511,43,0,12,103,6,14,2692,5,5377,210,0,416,1,660,36,5,1260,0,2,14,37603,0,36,2293,454,4,1,21130,2,7,3,9,0,8,3,45848,150,208,202,8,13,0,1,19,29,142,1475,22466,2,2,291,9,0,10,9,4,78,35,284,17,311,1362,6,7504,19670,82,0,186,22,2,307,219,4,0,292,1,0,0,9,15,305,153,160,0,32,5,48,0,29,0,0,0,8739,4276,0,798,22,79802,51,1,1,2,1475,1,43,22,10,185,163,91,24,4,1219,9,2,0,22890,1635,13,2223,4,283,3,137,2710,226,8,388,0,84,5,5,111,84,4018,4,3,3,2,0,4,167,346,118,70,379,30,2719,758,158,20,0,19,1112,0,11,287,0,4327,0,7,548,59,15,68,34,0,33,478,132,73,15,27,100,25,4,14,432,5,13,12528,19,530,2,1,11692,0,21014,1203,0,120,13,334,0,7886,56,75,0,3150,0,45,9,121,22,9,6,3,28,46111,10,294,104,155,4,3,3,3,15,0,154,0,89,33,40,269,2082,15,3.487,7.502,7.891
17256,1,11,440,9,0,1,115,203,108,75,11885,3,573,4,15651,15,68,23,1,399,196,2,2826,1,1,3,384,27,826,84,44,16,20,22,29,18,0,362,25997,49,43,14,131,24,1442,14,5,0,14,11850,720,4,1,203,58,0,400,17,1790,428,0,14,0,1,42,2,53,1,19,22,6733,7,16,797,1061,35,8,2558,9,11,7,21,0,18,48,1832,3,45,26,17,68,0,1,6,66,23,2775,3918,10,15,28582,162,11,27,10,1,11,0,42,9,95,416,10,42026,23,39,0,178,942,0,28,98,5,9,22,18,0,0,19,26,3,0,159,3,66,5,0,0,2302,0,266,0,0,6355,1,12,5,14707,194,1,11,0,142,0,8,15,9,20,7907,3,114,5,747,4,15,13,2345,110,13,38,29,32,3,62,250,5,4,0,0,63,0,48,35,470,1085,6,22,513,2,0,23,7,52,126,125,239,0,44,329,23,32,9,17,278,0,6,81,0,853,0,3,169,18,40,109,1,1,72,86,35,24,1275,995,256,10,4,157,527,1,24,53402,153,2,1075,0,607,0,1010,114,9,129,24,50,2,2361,42,39,0,564,1647,97,37,88,30,63,7,22,2,1071,61,396,139,80,98,0,28,10,250,0,54,0,13,8,25,9,111,61,4.852,5.416,5.669
5262,1,0,30,13,1,2,179,15,63,177,2713,0,105,3,11993,0,25,8,3,264,67,3,2605,0,2,0,40,17,147,48,75,44,2,15,2,17,0,4,321,31,39,13,8,18,20,0,6,0,60,32802,952,0,5,77,0,31,48,3,179,116,0,20,1,138,10,6,7,4,4,0,625,574,21,124,189,4,2,243,10,0,2,8,0,4,7,92,2,35,163,20,3,0,0,7,25,21,668,2580,138,0,41,41,5,27,2,0,15,0,982,286,35,317,11,1416,2,8,0,35,17,0,0,190,9,118,93,3,10,0,0,38,0,5,150,2,193,42,0,0,2,176,1183,0,0,4660,8,9,2,6336,174,0,2,12,30,0,21,6,270,7,6121,0,108,3,1736,7,19,24,619,211,10,37,6,184,44,25,12,6,11,10,0,78,5,99,24,202,388,6,513,51,1,0,14,19,16,17,59,286,44,1306,8467,44,17,4,16,21,0,1,197,0,559,0,3,37,53,183,23,3,0,2,2,16,0,236,0,92,2,0,5,925,3,2,87,1,4,151,0,1005,4,0,5,44,40,7,0,0,547,44,42,4,0,0,0,0,1,12,3,14,22,3,5809,32,72,53,36,287,51,23,51,0,0,16,0,0,1,11,40,1,51,2.906,5.216,9.911
179,155,3,49,6,4,169,164,188,33,1673,83,27,66,10,597,0,17,3,3,4,1264,0,0,4,153,667,24,45,347,51,19,10,1,16,4,152,13,115,2134,3,127,26,0,11,4,3,35,0,14,3,59,0,8,19,182,3,40,120,2,75,19,0,19,14,312,446,12,960,241,1,117,1,0,38,59,401,119,37,6,364,0,1875,29,17,9,20,6,0,101,86,0,0,53,14,167,4,22,413,0,8,3,1,7,936,37,3,2,12,2,13,26,42,133,36,0,8,4,85,17,56,0,14,0,0,21,1,0,2,17,1,0,0,10,0,131,0,0,14,0,3,0,53,0,325,0,5,58,217,16,284,3,11,533,7,111,116,7230,1,1,0,2025,265,8,4,21,2,228,83,114,4,3,597,0,2,38,0,121,0,11,154,2,3,105,67,1,29,19,134,33,146,36,5,0,1438,135,416,65,1625,5857,329,40,12,0,5,323,0,618,0,0,15,80,379,10,36,1,0,87,1,13,0,0,0,13,56,0,15,0,151,5,0,25,0,5,0,0,330,52,0,0,0,0,0,0,169,19,2,86,1,0,0,0,0,0,12,2,0,3457,0,1,55,0,0,0,11469,1,12,8,0,0,1,0,5,194,18,0,0,30,-1.927,1.038,5.674
12455,0,8,168,2,2,4,60,17,121,5,363,1,994,7,59876,0,851,56,4,4,33,15,7,1,1,1,8,19,7434,95,2005,7,4,2,286,0,0,674,21119,172,8,4,1229,84,37,4,0,0,7,58,11,0,0,129,46,29,142,5,5,261,0,2,2,0,12,4,378,0,0,26,23812,2,40,273,148,7,0,0,3,28,20,5,0,2,1,284,0,4,2,8,0,0,5,9,67,15,619,29508,119,1,2252153,14,0,12,5,0,8,0,1,2,0,10963,4,36331,18,271,1,321,3,2,0,249,1375,6,167,2,1,5,0,5,57997,368,159,1,10,1,21,3,0,0,0,1,2079,12189,16,382,145,86458,13,0,8,0,36,13,17,10,8,15,22,1,21,1,350,35,0,4,22692,85,5,69,1,306,1,197,346,4,7,50,515,1173,0,35,28,141,4621,4,40,19,0,0,3,1,375,21,14,1191,8,123,199,3,22,0,7,110,0,17,22,0,3466,0,6,55,124,12,18,2,0,136,194,1564,0,196,2,20,0,6,2,41107,3,0,2251,8,4221,20,4,430,0,485,18,12,71,4,104,0,2553,79,2,0,39,79,13,2,14,868,0,8,4,23,6627,22,101,465,378,207,0,4,13,26,0,124,0,19,2,34,38,85,8,-0.205,7.311,5.203
7964,3,3,384,2,7,4,67,9,35,51,4277,13,65,7,28006,2,535,28,3,132,269,5,495,0,4,2,10,29,121,94,36,20,7,66,176,124,12,82,1412,26,415,284,26,4,25,0,3,3035,24,460,217,2,26,129,172,3,29,10,0,219,0,8,22,44,170,8,13,28,55,14,1219,359,14,85,325,7,4,112,275,1012,0,9,2,10,32,184,32,8,38,28,5,27,0,17,260,94,367,23846,121,4,2639,55,15,1,31,55,59,20,349,132,139,665,147,4514,0,175,6,193,153,2,30,98,81,365,136,3,573,1194,55,73,21,0,53,118,110,10,0,0,0,8,160,22,0,9000,47,149,654,4378,35,0,4,13,18,1,472,49,693,3,176,0,365,0,95,1331,7,32,370,51,24,60,99,9,75,70,326,79,0,30,0,69,3260,3,43,163,1036,9,489,208,244,9,136,3,40,16,0,12,85,75,315,14,44,427,26,4,0,20,16,3,1594,0,6,14,82,54,16,36,3,64,169,1,81,562,8,36,13,5,1,624,3,77,328,23,6,928,734,241,2,0,3,33,29,3,28,16,101,39,25,51,50,493,5,0,16,51,0,5,3,13,18616,20,24,175,122,33,59,6,7,1,0,25,0,8,9,6,170,0,41,3.343,6.221,8.809
8996,3,1,75,2,3,0,77,49,94,72,2496,0,9386,20,26664,16,1109,21,4,17,96,2,13058,0,5,6,2,49,864,83,2907,16,15,2476,7,1,2,52,2995,38,34,105,4103,24,783,0,26,661,42,17,63,4,0,192,16,5,863,5,7,372,7,673,1,890,4,0,51,0,9,25442,7355,0,29,1563,181,3,2,11098,52,72,0,5,75,8,2,1239,28,638,6,10,5,0,0,2,2327,35,3773,81653,16,2,66077,94,3,19,5,0,15,0,760,58,228,4365,12,41501,1,126135,419,371,24,300,980,72,472,12,107,6,20,101,32,8,195,30,262,35013,31,23,0,81,0,1,4,0,1,22097,37,231,318,52845,15,4,35,3,20,1,437,38,65,8,4577,0,86,1,489,195,4,43,2857,179,12,13,40,0,578,489,575,7,0,9,10,205,9,7,52,140,5103,1,27,147,9,1,8,7,294,85,165,1313,13,1986,521,458,8,14,224,38,0,58,66,905,7030,1,9,584,36,40,16,1,0,29,224,674,43,2287,856,65,0,1,224,18116,4,648,140,307,76,10460,139,652,1,1506,48,226,27,10,76,3,441,77,28,1,9,291,0,13,4,842,54,25,0,11,1524,10,1959,122,85,12,2,10,22,22,389,87,264,13,3,22,13,17,25,2.712,6.294,6.062
20566,72,49,1371,9,5,0,256,3,105,19,4955,0,242,3,7793,12,121,16,1,711,175,7,4533,0,2,4,8,115,57,16,75,19,9,7,0,31,0,223,8954,17,20,78,11,1,1114,0,5,0,73,18,4,0,29,315,196,30,229,21,16,602,0,2,0,0,11,2,537,2,15,312,757,0,5,217,373,15,2,994,59,4,6,2,0,15,11,307,4,0,18,115,12,2,0,7,747,9,1281,17310,2,6,594,16,21,7,6,0,7,0,1144,506,107,137,16,1335,1,1,63,1592,1382,0,211,85,39,1839,103,12,1,0,350,30,0,1,406,998,64,59,0,0,0,0,1,0,0,3089,1,109,10,6522,204,13,17,3,37,1,13,65,615,68,289,0,152,9,230,4,0,2,620,84,22,72,3,246,0,213,215,1,1,0,0,40,1,145,61,253,1580,4,9,8113,53,0,20,7,69,88,47,279,3,4,474,4,32,2,241,82,0,15,44,44,1190,0,2,89,94,58,121,8,0,0,46,246,1,411,21,59,13,0,0,166,0,355,5570,1149,0,4,0,345,11,2,9,2,8,86,0,1,199,4,6,1,883,80,429,0,244,38,0,40,9,81,261,46,106,131,50,0,1032,6,9,48,2,57,0,5,7,47,4,0,41,2.926,3.746,8.126
1714,1,15,302,2,1,33,113,8,347,113,203,172,18,16,881,0,11,59,0,11,105,14,25,2,14,2,135,25,1171,18,28,11,0,67,0,14,0,21,804,7,18,8,1,0,1,27,7,0,1,42,14,4,4,10,21,14,142,0,3,2142,0,0,5,5,10,14,46,10,4,5,87,3,18,443,125,12,3,3,1,2,10,16,2,4,12,220,6,39,34,30,18,1,1,6,85,5,434,1103,7,1,34,19,0,12,10,1,16,0,4,2,1,251,19,502,0,2,0,155,1,1,0,5567,1,6,28,1,22,1,5,7,1,0,39,7,64,0,4,3,2,0,8,0,2,48,0,19,6,9681,20,0,10,3,28,1,6,19,81,12,44,17,47,2,13,0,22,4,301,152,35,20,16,3140,0,1,7,2,3,0,7,124,2,3,20,371,6,2,0,36,0,1,6,14,0,341,255,3281,4,1209,2222,35,38,33,0,11,0,1,522,1,14,0,8,860,26892,19,1,0,8,1,1,9,4,111,112,32,3,16,0,365,5,0,23807,0,3,1,4,728,6,1,0,1,8,0,1,3,40,3,15,1,5,0,0,0,1,0,1,1,29,19,24,36,71,3,4,2,0,8,4,1,0,9,0,18,5,13,0,0,66,-0.568,1.7,5.994
59075,1,13,223,8,4,25,183,9,78,195,1392,1,14725,6,41346,0,25,405,5,12,144,10,4406,2,3,0,5,54,234,34,730,27,3,22,7,23,2,573,2247,2,32,86,92,11,14,5,6,0,5,135,59,7,23,35,28,7,984,11,496,517,0,629,0,9,6,1,27,1,10,188,574,15,61,468,215,7,0,6,8,23,2,12,0,1,5,591,69,360,53,17,0,0,0,9,93,11,1164,32430,97,1,1320168,17,0,11,17,278,57,0,569,26,233,247,5,2405,1,18877,10,110,19,174,3291,50,54,5,187,3,2,0,7,10,3133,2,95,1575,35,10,0,1,0,0,13,6,36,3445,1,195,187,2600,82,2,39,4,27,4,84,44,63,38,32,27,28,1,150,4,26,9,1154,191,14,295,118,39,194,133,319,2,7,72,2702,54,0,5,64,239,3419,1,11,135,36,0,14,9,45,550,67,1780,33,38,1256,37,21,14,1,0,0,3,79,46,2521,0,12,167,75,41,12,1,0,61,481,30,0,3521,14,358,0,13,15,53,11,8,28,3,561,74,0,732,1,87,19,8,111,31,5,25,2717,108,20,0,3,0,0,1019,1,4,745,9,0,6,5202,97,640,282,275,12,1,19,28,35,0,0,0,7,21,21,47,0,77,1.711,6.766,4.995
6646,12,46,532,53,7,5,118,12,67,166,9697,2,411,22,9340,0,41,47,0,115,177,51,243,0,97,17,82,42,173,53,421,46,3,8,119,84,18,879,6046,35,56,16,44,15,63,7,15,0,170,2258,427,26,17,275,24,0,86,3,617,455,0,0,30,5,32,29,509,17,16,99,566,16,73,2023,169,49,10,3,5,177,56,15,15,14,9,532,16,1011,52,25,16,9,4,102,104,6,111,11703,11,6,35,116,12,52,45,334,20,40,23,3,517,800,103,1382,1,154,0,126,179,1,1761,494,53,46,16,26,10,2,12,10,77,4,235,10,1373,18,3,2,2,32,82,0,7,3134,5,272,18,7933,29,1,16,3,121,45,232,32,805,72,2167,45,1311,22,208,1,25,131,1471,5,16,70,94,2785,0,21,54,12,15,1,0,231,10,527,74,296,196,20,8,24,26,0,3,0,42,425,79,121,3,1201,938,195,32,62,4,95,0,48,215,0,232,1,35,225,11,33,7,20,8,112,18,24,23,23,24,1188,1,14,128,388,22,17,912,6,0,461,0,69,6,4,0,6,148,15,8,1,184,42,26,5,66,440,7,27,27,1,74,85,261,248,1491,24,25,37,56,59,21,14,6,3,0,24,0,5,28,75,13,12,40,5.071,5.184,11.246
232,9,4,41,78,18,10,32,8,32,1829,98,0,21,7,338,2,29,4,0,6,72,7,4,906,171,3,12,141,83,11,7,6,0,49,0,13,2,6,686,34,42,13,2,2,1526,2,14,0,3,20,6,0,112,0,20,7,7,43,2,103,0,0,7,5,2,0,36,0,1797,2,508,4,6,50,22,3,5,0,0,0,2,360,0,12,4,18,3,8,486,129,6,0,421,409,40,2,5,148,0,6,31,6,0,10613,150,4,439,0,0,3,0,46,2,5588,0,9,1,959,7,0,2,53,0,1,12,1,2,0,2,1,0,0,20,0,155,0,2,0,1,0,1,6,0,19,0,7,4,303,84,34,0,42,333,3,3,25,3018,2,3258,26,39,5,1,10,25,0,130,58,1516,18,0,395,0,1,11,0,95,0,0,54,0,2,118,1710,3,0,10,92,0,0,42,4,0,8,1378,1532,16,140,15397,171,95,0,0,1,0,49,1188,0,2,463,101,137,29,19,0,0,85,0,1,0,0,0,2,16,0,844,0,203,14,0,46,0,1,0,0,362,29,0,0,0,1,0,0,0,12,0,20,0,0,0,1,0,0,11,0,0,2,3,9,311,0,0,0,4,1,20,55,0,0,0,0,0,493,19,0,1,260,-1.829,0.086,5.34
249,7,0,1,4,24,1703,1075,46,41,409,18,100,58,4,725,3,10,4,27,2,806,1,16,3,1,53,17,3096,78,103,24,50,0,0,973,551,3,50,776,4,84,16,3,0,14,0,49,0,51,8,0,0,2,12,13,2,11,1700,5,1,0,1,4,1,2,2317,36,2892,12,6,50,16,0,29,21,606,112,22,18,18,0,883,50,21,1160,25,13,0,1,51,0,0,1439,0,13,1,10,65,0,54,0,0,0,225,240,0,2,0,0,9,12,25,221,76,0,0,1,392,6,0,0,15,0,0,10,0,2,0,1,3,0,0,0,0,522,4,0,0,0,0,0,151,0,5,1,0,11,74,129,259,8,0,3028,0,50,324,3714,1,13,0,13019,124,0,4,12,0,202,70,68,2,15,5,0,2,3,0,419,0,0,50,23,9,125,212,0,421,7,46,1,0,96,14,0,410,20,763,21,789,590,11,17,0,1,0,14,21,186,0,8,107,688,52,93,30,0,13,224,0,0,0,0,0,65,30,0,844,0,93,11,0,4,0,3,0,0,142,158,0,0,0,0,0,0,15,63,0,37,1,0,0,0,0,0,3,0,0,2,0,1,65,0,181,26,1,0,14,20,0,0,2,0,1,0,57,0,0,26,-4.101,1.134,5.801
40376,7,310,104,11,31,14,49,18,91,37,23364,9,2839,17,49299,77,373,11,2,103,548,50,1509,0,0,2,1,11,12477,82,331,183,351,140,6,16,2,2409,53036,21,15,268,6,5,6,1,17,23,2015,988,73,0,74,408,4,27,54,15,1212,444,0,201,6,463,5,7,6402,4,0,25,788,51,3,228,88,7,3,1582,34,46,2,7,253,5,3,102,1045,1253,8,12,122,3,0,11,1114,11,94,53036,26,0,32,10,1,4,24,51,115,0,667,164,3249,67,3,2290,5634,2,0,261,4,0,1,59,54,4,40,2,1,2,10,0,18,48,127,1,49,24,1,0,1,30,99,0,71,5153,0,1836,1,28205,26,0,11,1,25,0,202,12,1657,51,52,6,69,0,30,4,106,20,185,106,40,52,8,2,31,34,2,0,9,3,4,29,27,12,44,280,1947,6,5,21,69,0,2,3,25,145,42,192,51,87,254,10,38,21,5,44,9,36,27,0,1473,0,3,93,25,81,18,0,0,155,0,1,38,7674,57,18,0,10,17,329,0,0,274,3,6,58,0,603,0,2,40,10,2676,95,11,161,205,53,5,8,1172,0,68,42,92,3,236,104,5,2,84,30,6,306,102,0,1,15,16,10,0,2,0,3,42,12,0,0,35,6.367,7.612,7.489
